"",brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
3459,Hyundai,2016,580000,152000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3460,Hyundai,2018,720000,50000,Diesel,Individual,Manual,2,21.190,1396.000,88.730,5.000
3461,Hyundai,2015,600000,108000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3462,Hyundai,2017,650000,80000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3464,Hyundai,2016,660000,110000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3465,Hyundai,2016,720000,80000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3467,Hyundai,2016,700000,111000,Diesel,Individual,Manual,2,21.190,1396.000,88.730,5.000
3468,Hyundai,2015,580000,74000,Diesel,Individual,Manual,2,21.190,1396.000,88.730,5.000
3469,Hyundai,2016,800000,80000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3470,Hyundai,2015,610000,50000,Diesel,Individual,Manual,2,21.190,1396.000,88.730,5.000
3471,Hyundai,2016,540000,80000,Diesel,Individual,Manual,3,21.190,1396.000,88.730,5.000
3472,Hyundai,2017,715000,60000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3475,Hyundai,2015,625000,90000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3476,Hyundai,2016,750000,40000,Diesel,Individual,Manual,1,21.190,1396.000,88.730,5.000
3477,Hyundai,2015,500000,45000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3478,Hyundai,2018,800000,30000,Diesel,Individual,Manual,1,21.190,1396.000,88.760,5.000
3479,Hyundai,2019,800000,5000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3480,Hyundai,2019,620000,13000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3481,Hyundai,2018,750000,30000,Diesel,Individual,Manual,1,21.190,1396.000,88.760,5.000
3482,Hyundai,2016,651000,42323,Diesel,Dealer,Manual,1,21.190,1396.000,88.760,5.000
3485,Hyundai,2019,650000,10000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3486,Hyundai,2019,700000,20000,Petrol,Individual,Manual,1,17.190,1197.000,81.860,5.000
3487,Hyundai,2009,210000,89322,Petrol,Individual,Manual,2,17.000,1197.000,80.000,5.000
3488,Hyundai,2009,200000,81000,Petrol,Individual,Manual,4,17.000,1197.000,80.000,5.000
3489,Hyundai,2010,350000,80000,Petrol,Individual,Manual,1,17.000,1197.000,80.000,5.000
3490,Hyundai,2017,600000,35000,Petrol,Dealer,Manual,1,17.000,1197.000,80.000,5.000
3491,Hyundai,2010,270000,90000,Diesel,Individual,Manual,3,23.000,1396.000,90.000,5.000
3492,Hyundai,2015,630000,35000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3493,Hyundai,2014,565000,70000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3494,Hyundai,2013,360000,30000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3495,Hyundai,2015,600000,100000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3497,Hyundai,2015,450000,60000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3498,Hyundai,2015,500000,70000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3499,Hyundai,2015,515000,120000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3500,Hyundai,2018,700000,28451,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3501,Hyundai,2013,370000,120000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3502,Hyundai,2015,550000,70000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3503,Hyundai,2015,600000,60000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3504,Hyundai,2013,425000,60000,Diesel,Individual,Manual,1,21.270,1396.000,88.760,5.000
3505,Hyundai,2015,500000,70000,Diesel,Individual,Manual,4,22.540,1396.000,88.730,5.000
3506,Hyundai,2012,525000,120000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3507,Hyundai,2015,715000,50000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3508,Hyundai,2014,475000,83000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3509,Hyundai,2015,535000,80000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3510,Hyundai,2013,459999,60000,Diesel,Individual,Manual,2,21.270,1396.000,88.760,5.000
3511,Hyundai,2014,620000,110000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3512,Hyundai,2012,400000,100000,Diesel,Individual,Manual,1,21.270,1396.000,88.760,5.000
3513,Hyundai,2016,700000,100000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3514,Hyundai,2015,550000,40000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3516,Hyundai,2013,380000,110000,Diesel,Individual,Manual,2,21.270,1396.000,88.760,5.000
3517,Hyundai,2015,530000,100000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3518,Hyundai,2015,585000,72000,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3520,Hyundai,2014,600000,100000,Diesel,Individual,Manual,4,22.540,1396.000,88.730,5.000
3521,Hyundai,2010,340000,110000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3522,Hyundai,2010,350000,148000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3523,Hyundai,2009,310000,120000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3524,Hyundai,2010,320000,135000,Diesel,Individual,Manual,2,23.000,1396.000,90.000,5.000
3525,Hyundai,2016,540000,38000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3526,Hyundai,2016,576000,35000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3527,Hyundai,2015,495000,30000,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3529,Hyundai,2017,595000,30030,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3530,Hyundai,2016,650000,35000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3531,Hyundai,2019,785000,9000,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3533,Hyundai,2015,650000,100000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3534,Hyundai,2015,650000,80000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3535,Hyundai,2016,575000,53000,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3536,Hyundai,2016,700000,40000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3538,Hyundai,2016,735000,25000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3539,Hyundai,2016,616000,112000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3541,Hyundai,2015,550000,160000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3543,Hyundai,2013,525000,61500,Petrol,Dealer,Manual,1,18.500,1197.000,82.850,5.000
3544,Hyundai,2010,220000,90000,Petrol,Individual,Manual,4,17.000,1197.000,80.000,5.000
3545,Hyundai,2013,455999,35582,Petrol,Dealer,Manual,1,18.500,1197.000,82.850,5.000
3546,Hyundai,2014,550000,76000,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3547,Hyundai,2015,490000,45900,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3548,Hyundai,2016,570000,56239,Diesel,Dealer,Manual,1,22.540,1396.000,88.730,5.000
3549,Hyundai,2009,340000,40000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3550,Hyundai,2013,320000,31377,Petrol,Individual,Manual,2,18.500,1197.000,82.850,5.000
3551,Hyundai,2014,330000,30000,Petrol,Individual,Manual,2,18.500,1197.000,82.850,5.000
3552,Hyundai,2010,270000,60000,Petrol,Individual,Manual,1,18.500,1197.000,80.000,5.000
3553,Hyundai,2010,300000,49000,Petrol,Individual,Manual,1,18.500,1197.000,80.000,5.000
3554,Hyundai,2010,200000,120000,Petrol,Individual,Manual,3,18.500,1197.000,80.000,5.000
3555,Hyundai,2010,210000,50000,Petrol,Individual,Manual,2,18.500,1197.000,80.000,5.000
3556,Hyundai,2013,350000,90000,Petrol,Individual,Manual,2,18.500,1197.000,82.850,5.000
3557,Hyundai,2009,229999,60000,Petrol,Individual,Manual,3,18.500,1197.000,80.000,5.000
3558,Hyundai,2009,235000,100000,Petrol,Individual,Manual,1,18.500,1197.000,80.000,5.000
3559,Hyundai,2013,290000,40000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3562,Hyundai,2012,335000,45000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3563,Hyundai,2013,345000,120000,Petrol,Individual,Manual,2,18.500,1197.000,82.850,5.000
3564,Hyundai,2013,380000,25000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3565,Hyundai,2013,320000,110000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3566,Hyundai,2016,550000,14000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3567,Hyundai,2015,600000,35000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3568,Hyundai,2016,600000,10000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3569,Hyundai,2016,590000,16500,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3570,Hyundai,2014,425000,25000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3572,Hyundai,2016,550000,57882,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3573,Hyundai,2014,400000,10000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3574,Hyundai,2014,484999,28800,Petrol,Dealer,Manual,1,18.600,1197.000,81.830,5.000
3575,Hyundai,2016,470000,70000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3576,Hyundai,2015,430000,35000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3577,Hyundai,2010,270000,100000,Diesel,Individual,Manual,4,21.900,1396.000,90.000,5.000
3578,Hyundai,2016,550000,90000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3579,Hyundai,2014,475000,80000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3580,Hyundai,2013,451999,69000,Diesel,Individual,Manual,1,21.900,1396.000,88.760,5.000
3581,Hyundai,2013,325000,70000,Diesel,Individual,Manual,3,21.900,1396.000,88.760,5.000
3582,Hyundai,2013,390000,53000,Diesel,Individual,Manual,2,21.900,1396.000,88.760,5.000
3584,Hyundai,2013,350000,70000,Diesel,Individual,Manual,2,21.900,1396.000,88.760,5.000
3585,Hyundai,2012,340000,92686,Diesel,Dealer,Manual,2,21.900,1396.000,88.760,5.000
3586,Hyundai,2012,380000,27500,Petrol,Individual,Manual,1,18.500,1197.000,82.900,5.000
3587,Hyundai,2013,345000,40000,Diesel,Individual,Manual,1,21.900,1396.000,88.800,5.000
3589,Hyundai,2013,360000,144000,Diesel,Individual,Manual,1,21.900,1396.000,88.800,5.000
3590,Hyundai,2013,350000,144000,Diesel,Individual,Manual,1,21.900,1396.000,88.800,5.000
3591,Hyundai,2018,750000,15000,Petrol,Individual,Automatic,1,17.400,1197.000,81.860,5.000
3592,Hyundai,2018,700000,25000,Petrol,Individual,Automatic,2,17.400,1197.000,81.860,5.000
3593,Hyundai,2013,375000,70000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3594,Hyundai,2013,400000,70000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3595,Hyundai,2013,340000,70000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3596,Hyundai,2014,320000,72000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3597,Hyundai,2012,300000,120000,Petrol,Individual,Manual,1,18.500,1197.000,82.850,5.000
3598,Hyundai,2013,400000,43000,Petrol,Individual,Manual,2,18.500,1197.000,82.850,5.000
3599,Hyundai,2015,480000,50000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3600,Hyundai,2015,434999,90000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3601,Hyundai,2014,459999,40523,Petrol,Dealer,Manual,2,18.500,1197.000,82.850,5.000
3603,Hyundai,2015,516000,90000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3604,Hyundai,2013,315000,49000,Petrol,Individual,Manual,2,18.500,1197.000,82.850,5.000
3605,Hyundai,2016,590000,40000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3606,Hyundai,2014,500000,17000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3607,Hyundai,2012,335000,135000,Diesel,Individual,Manual,1,21.900,1396.000,88.760,5.000
3608,Hyundai,2014,451000,91000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3609,Hyundai,2016,650000,30000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3610,Hyundai,2016,511000,80000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3611,Hyundai,2014,450000,56000,Diesel,Individual,Manual,1,21.900,1396.000,88.760,5.000
3613,Hyundai,2015,650000,80000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3614,Hyundai,2013,360000,210000,Diesel,Individual,Manual,3,21.900,1396.000,88.760,5.000
3615,Hyundai,2014,440000,70000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3616,Hyundai,2014,420000,50000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3617,Hyundai,2013,370000,80000,Diesel,Individual,Manual,1,21.900,1396.000,88.760,5.000
3619,Hyundai,2015,550000,60000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3621,Hyundai,2013,425000,101000,Diesel,Dealer,Manual,1,21.900,1396.000,88.760,5.000
3622,Hyundai,2015,575000,60000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3623,Hyundai,2012,380000,50000,Diesel,Individual,Manual,2,21.900,1396.000,88.760,5.000
3624,Hyundai,2012,300000,80000,Diesel,Individual,Manual,2,21.900,1396.000,88.760,5.000
3625,Hyundai,2012,360000,90000,Diesel,Individual,Manual,2,21.900,1396.000,88.760,5.000
3626,Hyundai,2013,330000,150000,Petrol,Individual,Automatic,2,15.000,1396.000,98.600,5.000
3627,Hyundai,2010,225000,127000,Diesel,Individual,Manual,1,23.000,1396.000,90.000,5.000
3628,Hyundai,2015,550000,41000,Petrol,Individual,Manual,1,18.600,1197.000,81.830,5.000
3629,Hyundai,2014,400000,147000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3630,Hyundai,2014,590000,70000,Petrol,Individual,Manual,2,18.600,1197.000,81.830,5.000
3631,Hyundai,2016,595000,60000,Diesel,Individual,Manual,2,22.540,1396.000,88.730,5.000
3632,Hyundai,2015,600000,40000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3633,Hyundai,2015,500000,90000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3634,Hyundai,2015,615000,72000,Diesel,Individual,Manual,1,22.540,1396.000,88.730,5.000
3635,Maruti,2017,620000,18484,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3636,Maruti,2017,490000,57247,Petrol,Dealer,Automatic,1,20.890,1197.000,81.800,5.000
3637,Maruti,2017,550000,40000,Petrol,Individual,Automatic,1,20.890,1197.000,81.800,5.000
3638,Maruti,2019,525000,20000,Petrol,Individual,Automatic,1,20.890,1197.000,81.800,5.000
3640,Maruti,2018,620000,15000,Petrol,Individual,Automatic,1,20.890,1197.000,81.800,5.000
3641,Maruti,2019,570000,19000,Petrol,Individual,Automatic,2,20.890,1197.000,81.800,5.000
3644,Maruti,2018,480000,20375,Petrol,Dealer,Manual,1,20.890,1197.000,81.800,5.000
3645,Maruti,2019,500000,15000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3646,Maruti,2019,500000,10000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3648,Maruti,2017,370000,40000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3649,Maruti,2018,535000,12000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3651,Maruti,2019,577000,3000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3652,Maruti,2018,575000,10000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3653,Maruti,2017,484999,30000,Petrol,Individual,Manual,1,20.890,1197.000,81.800,5.000
3654,Maruti,2018,525000,33000,Petrol,Dealer,Manual,1,20.890,1197.000,81.800,5.000
3655,Maruti,2017,500000,75000,Diesel,Individual,Manual,1,26.800,1248.000,74.000,5.000
3656,Maruti,2017,625000,37000,Diesel,Individual,Automatic,1,26.800,1248.000,74.000,5.000
3658,Maruti,2017,525000,29000,Petrol,Dealer,Manual,1,20.890,1197.000,81.800,5.000
3659,Maruti,2020,600000,5000,Petrol,Individual,Automatic,1,20.890,1197.000,81.800,5.000
3661,Ford,2003,110000,83000,Petrol,Individual,Manual,2,13.800,1299.000,70.000,5.000
3662,Ford,2005,150000,15858,Petrol,Individual,Manual,1,13.800,1299.000,70.000,5.000
3663,Ford,2005,120000,90000,Petrol,Individual,Manual,2,13.800,1299.000,70.000,5.000
3664,Ford,2009,140000,140000,Diesel,Individual,Manual,2,13.800,1399.000,68.000,5.000
3665,Ford,2009,160000,115000,Diesel,Individual,Manual,2,13.800,1399.000,68.000,5.000
3666,Ford,2003,150000,40000,Petrol,Individual,Manual,3,14.200,1597.000,92.000,5.000
3667,Ford,2009,180000,70000,Petrol,Individual,Manual,2,14.200,1597.000,92.000,5.000
3668,Ford,2004,100000,25000,Petrol,Individual,Manual,3,14.200,1597.000,92.000,5.000
3669,Ford,2003,130000,80000,Petrol,Individual,Manual,3,14.200,1597.000,92.000,5.000
3677,Tata,2007,78000,38000,Petrol,Individual,Manual,2,15.300,1193.000,65.300,5.000
3678,Tata,2007,75000,100000,Petrol,Individual,Manual,2,15.300,1193.000,65.300,5.000
3679,Tata,2007,125000,50000,Petrol,Individual,Manual,1,15.300,1193.000,65.300,5.000
3680,Tata,2007,80000,80000,Petrol,Individual,Manual,3,15.300,1193.000,65.300,5.000
3681,Tata,2009,110000,113000,Petrol,Individual,Manual,1,15.300,1193.000,65.300,5.000
3682,Tata,2013,170000,110000,Petrol,Individual,Manual,2,15.300,1193.000,65.300,5.000
3683,Tata,2009,88000,201850,Diesel,Individual,Manual,2,17.880,1396.000,52.800,5.000
3684,Tata,2009,90000,120000,Diesel,Individual,Manual,2,17.880,1396.000,52.800,5.000
3685,Tata,2007,55000,75958,Diesel,Individual,Manual,2,17.880,1396.000,52.800,5.000
3686,Tata,2008,60000,120000,Diesel,Individual,Manual,4,17.880,1396.000,52.800,5.000
3687,Tata,2011,130000,90000,Diesel,Individual,Manual,2,25.000,1396.000,69.000,5.000
3688,Tata,2011,165000,75000,Diesel,Dealer,Manual,2,25.000,1396.000,69.000,5.000
3689,Tata,2008,50000,120000,Diesel,Individual,Manual,3,17.500,1396.000,70.000,5.000
3690,Tata,2009,95000,80000,Diesel,Individual,Manual,2,17.880,1396.000,52.800,5.000
3691,Tata,2006,67500,110000,Diesel,Individual,Manual,4,17.880,1396.000,52.800,5.000
3692,Tata,2011,75000,140500,Diesel,Individual,Manual,3,17.880,1396.000,52.800,5.000
3693,Tata,2007,90000,50000,Diesel,Individual,Manual,1,17.880,1396.000,52.800,5.000
3694,Tata,2007,90000,90000,Diesel,Individual,Manual,3,17.200,1396.000,53.500,5.000
3695,Tata,2007,50000,80000,Diesel,Individual,Manual,3,17.200,1396.000,53.500,5.000
3696,Tata,2009,45000,100000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3697,Tata,2007,200000,50000,Diesel,Individual,Manual,1,17.880,1396.000,52.800,5.000
3698,Tata,2009,90000,60000,Diesel,Individual,Manual,2,17.880,1396.000,52.800,5.000
3699,Tata,2011,114999,172000,Diesel,Individual,Manual,2,17.880,1396.000,52.800,5.000
3700,Tata,2007,65000,120000,Diesel,Individual,Manual,3,17.880,1396.000,52.800,5.000
3701,Tata,2008,175000,120000,Diesel,Individual,Manual,3,16.800,1405.000,68.000,5.000
3702,Tata,2011,100000,80000,Diesel,Individual,Manual,1,17.200,1396.000,53.500,5.000
3703,Tata,2007,70000,110000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3704,Tata,2007,85000,150000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3705,Tata,2009,80000,110000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3706,Tata,2008,65000,110000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3707,Tata,2007,65000,120000,Diesel,Individual,Manual,3,17.200,1396.000,53.500,5.000
3708,Tata,2013,170000,120000,Diesel,Individual,Manual,2,17.880,1405.000,48.210,5.000
3709,Tata,2008,100000,40000,Diesel,Individual,Manual,1,16.800,1405.000,62.000,5.000
3710,Tata,2004,55000,90000,Diesel,Individual,Manual,3,16.800,1405.000,62.000,5.000
3711,Tata,2006,110000,88000,Diesel,Individual,Manual,2,16.800,1405.000,62.000,5.000
3712,Tata,2008,70000,100000,Diesel,Individual,Manual,1,16.800,1405.000,62.000,5.000
3713,Tata,2009,90000,118000,Diesel,Individual,Manual,2,16.800,1405.000,62.000,5.000
3714,Tata,2004,100000,40000,Diesel,Individual,Manual,2,16.800,1405.000,62.000,5.000
3715,Tata,2004,85000,120000,Diesel,Individual,Manual,2,16.800,1405.000,62.000,5.000
3716,Tata,2004,50000,271000,Diesel,Individual,Manual,1,16.800,1405.000,62.000,5.000
3717,Tata,2007,80000,110000,Diesel,Individual,Manual,3,16.800,1405.000,62.000,5.000
3718,Tata,2006,100000,110000,Diesel,Individual,Manual,3,16.800,1405.000,62.000,5.000
3719,Tata,2008,67000,80000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3720,Tata,2007,59259,104000,Diesel,Individual,Manual,2,17.200,1396.000,53.500,5.000
3721,Tata,2011,110000,50000,Diesel,Individual,Manual,1,17.200,1396.000,53.500,5.000
3722,Tata,2016,300000,60000,Diesel,Individual,Manual,2,17.880,1405.000,48.210,5.000
3723,Tata,2006,85000,120000,Diesel,Individual,Manual,3,16.800,1405.000,68.000,5.000
3724,Tata,2008,45000,60000,Diesel,Individual,Manual,2,16.800,1405.000,68.000,5.000
3725,Tata,2018,250000,110000,Diesel,Individual,Manual,1,25.000,1396.000,69.000,5.000
3726,Tata,2014,160000,90000,Diesel,Individual,Manual,1,25.000,1396.000,69.000,5.000
3727,Tata,2017,290000,40000,Diesel,Individual,Manual,1,25.000,1396.000,69.000,5.000
3728,Tata,2016,200000,110000,Diesel,Individual,Manual,2,25.000,1396.000,69.000,5.000
3729,Tata,2012,83000,90000,Diesel,Individual,Manual,2,25.000,1396.000,69.000,5.000
3730,Tata,2014,160000,120000,Diesel,Individual,Manual,1,25.000,1396.000,69.000,5.000
3731,Tata,2014,200000,55896,Diesel,Individual,Manual,2,25.000,1396.000,69.000,5.000
3732,Tata,2006,110000,53523,Petrol,Dealer,Manual,1,16.840,1193.000,64.400,5.000
3733,Tata,2008,65000,50000,Petrol,Individual,Manual,2,15.300,1396.000,70.000,5.000
3734,Tata,2012,200000,30078,Petrol,Dealer,Manual,1,15.300,1396.000,70.000,5.000
3735,Tata,2012,75000,12000,Petrol,Individual,Manual,1,16.840,1193.000,64.400,5.000
3736,Tata,2008,85000,25000,Petrol,Individual,Manual,2,16.840,1193.000,64.400,5.000
3737,Tata,2012,135000,120000,Diesel,Individual,Manual,2,19.000,1405.000,71.000,5.000
3738,Tata,2012,275000,90000,Diesel,Individual,Manual,2,19.000,1405.000,71.000,5.000
